Outlet_ID,Outlet_Name,Avg_Employees,Avg_Employee_Turnover,Avg_Customer_Satisfaction,Total_Complaints,Staff_Status,Insight,Recommendation
OUT0318,Franchise Outlet 0318,12.0,8.05,3.23,1016.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0319,Franchise Outlet 0319,26.0,10.58,2.77,1293.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0320,Franchise Outlet 0320,34.0,6.07,4.22,695.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0321,Franchise Outlet 0321,15.0,7.97,3.32,891.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0322,Franchise Outlet 0322,23.0,6.45,4.13,641.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0323,Franchise Outlet 0323,16.0,9.48,2.91,1165.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0324,Franchise Outlet 0324,17.0,6.35,3.95,710.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0325,Franchise Outlet 0325,15.0,10.5,2.71,1355.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0326,Franchise Outlet 0326,13.0,9.64,2.99,1113.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0327,Franchise Outlet 0327,17.0,8.49,3.41,909.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0328,Franchise Outlet 0328,26.0,9.75,3.1,1010.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0329,Franchise Outlet 0329,15.0,10.21,2.78,1218.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0330,Franchise Outlet 0330,13.0,7.16,3.8,731.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0331,Franchise Outlet 0331,20.0,6.76,3.62,738.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0332,Franchise Outlet 0332,17.0,5.82,3.86,704.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0333,Franchise Outlet 0333,15.0,10.68,2.87,1275.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0334,Franchise Outlet 0334,15.0,10.13,2.79,1201.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0335,Franchise Outlet 0335,12.0,10.14,2.92,1163.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0336,Franchise Outlet 0336,19.0,7.45,3.65,813.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0337,Franchise Outlet 0337,15.0,10.95,2.74,1266.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0338,Franchise Outlet 0338,20.0,7.68,3.43,890.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0339,Franchise Outlet 0339,19.0,7.95,3.55,902.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0340,Franchise Outlet 0340,10.0,6.63,3.93,697.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0341,Franchise Outlet 0341,16.0,6.28,3.69,779.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0342,Franchise Outlet 0342,13.0,9.19,3.31,945.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0343,Franchise Outlet 0343,17.0,8.64,3.3,963.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0344,Franchise Outlet 0344,21.0,9.88,2.66,1339.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0345,Franchise Outlet 0345,24.0,8.23,3.37,914.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0346,Franchise Outlet 0346,15.0,8.03,3.38,942.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0347,Franchise Outlet 0347,14.0,9.08,3.02,1036.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0348,Franchise Outlet 0348,27.0,7.65,3.33,957.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0349,Franchise Outlet 0349,12.0,7.61,3.86,717.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0350,Franchise Outlet 0350,20.0,8.53,3.14,984.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0351,Franchise Outlet 0351,22.0,8.09,3.34,864.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0352,Franchise Outlet 0352,16.0,7.75,3.43,880.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0353,Franchise Outlet 0353,11.0,8.18,3.43,875.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0354,Franchise Outlet 0354,10.0,7.35,3.76,761.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0355,Franchise Outlet 0355,27.0,10.09,2.65,1458.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0356,Franchise Outlet 0356,15.0,6.86,3.61,749.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0357,Franchise Outlet 0357,24.0,9.8,2.8,1298.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0358,Franchise Outlet 0358,24.0,8.16,3.04,1045.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0359,Franchise Outlet 0359,16.0,7.84,3.51,822.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0360,Franchise Outlet 0360,29.0,7.26,3.8,780.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0361,Franchise Outlet 0361,26.0,7.03,3.98,747.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0362,Franchise Outlet 0362,9.0,9.47,2.8,1132.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0363,Franchise Outlet 0363,11.0,7.8,3.45,834.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0364,Franchise Outlet 0364,18.0,10.13,2.81,1163.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0365,Franchise Outlet 0365,19.0,10.39,2.75,1289.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0366,Franchise Outlet 0366,12.0,9.64,3.08,1048.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0367,Franchise Outlet 0367,19.0,5.95,3.77,765.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0368,Franchise Outlet 0368,24.0,10.81,2.67,1359.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0369,Franchise Outlet 0369,19.0,6.19,3.82,726.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0370,Franchise Outlet 0370,16.0,5.52,3.94,691.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0371,Franchise Outlet 0371,17.0,5.89,4.12,713.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0372,Franchise Outlet 0372,21.0,6.44,4.04,698.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0373,Franchise Outlet 0373,19.0,7.29,3.65,770.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0374,Franchise Outlet 0374,10.0,9.74,2.88,1257.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0375,Franchise Outlet 0375,13.0,8.61,3.43,921.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0376,Franchise Outlet 0376,21.0,8.87,3.21,1033.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0377,Franchise Outlet 0377,13.0,9.69,3.13,985.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0378,Franchise Outlet 0378,18.0,8.38,3.52,839.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0379,Franchise Outlet 0379,14.0,7.96,3.67,791.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0380,Franchise Outlet 0380,23.0,5.68,4.15,631.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0381,Franchise Outlet 0381,17.0,5.41,4.17,590.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0382,Franchise Outlet 0382,22.0,7.99,3.45,908.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0383,Franchise Outlet 0383,18.0,8.42,3.42,889.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0384,Franchise Outlet 0384,21.0,9.8,2.97,1111.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0385,Franchise Outlet 0385,22.0,7.15,3.78,737.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0386,Franchise Outlet 0386,18.0,7.17,3.81,819.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0387,Franchise Outlet 0387,23.0,10.5,2.75,1293.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0388,Franchise Outlet 0388,12.0,10.02,2.85,1110.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0389,Franchise Outlet 0389,13.0,8.96,3.24,961.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0390,Franchise Outlet 0390,21.0,7.06,3.82,751.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0391,Franchise Outlet 0391,4.0,9.91,2.73,1218.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0392,Franchise Outlet 0392,9.0,9.93,2.86,1143.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0393,Franchise Outlet 0393,7.0,9.52,3.11,1018.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0394,Franchise Outlet 0394,10.0,8.05,2.98,1055.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0395,Franchise Outlet 0395,15.0,7.41,3.77,771.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0396,Franchise Outlet 0396,16.0,9.6,2.84,1168.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0397,Franchise Outlet 0397,15.0,9.8,2.7,1312.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0398,Franchise Outlet 0398,18.0,5.51,4.09,639.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0399,Franchise Outlet 0399,19.0,9.8,2.74,1229.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0400,Franchise Outlet 0400,15.0,7.97,3.58,877.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0401,Franchise Outlet 0401,16.0,6.51,4.0,650.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0402,Franchise Outlet 0402,16.0,8.56,3.26,837.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0403,Franchise Outlet 0403,17.0,8.85,2.85,1169.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0404,Franchise Outlet 0404,28.0,9.91,2.75,1248.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0405,Franchise Outlet 0405,21.0,9.8,2.98,1116.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0406,Franchise Outlet 0406,18.0,5.91,4.15,637.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0407,Franchise Outlet 0407,20.0,7.28,3.74,815.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0408,Franchise Outlet 0408,20.0,11.04,2.74,1337.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0409,Franchise Outlet 0409,20.0,8.94,3.19,981.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0410,Franchise Outlet 0410,13.0,9.63,3.07,1026.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0411,Franchise Outlet 0411,22.0,5.9,3.92,705.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0412,Franchise Outlet 0412,8.0,7.74,3.69,782.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0413,Franchise Outlet 0413,24.0,6.41,3.99,696.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0414,Franchise Outlet 0414,28.0,9.99,2.94,1159.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0415,Franchise Outlet 0415,16.0,8.63,3.05,1108.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0416,Franchise Outlet 0416,8.0,9.66,3.18,949.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0417,Franchise Outlet 0417,25.0,8.81,3.18,1016.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0418,Franchise Outlet 0418,14.0,8.24,3.5,815.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0419,Franchise Outlet 0419,18.0,5.57,4.15,714.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0420,Franchise Outlet 0420,21.0,6.69,3.89,701.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0421,Franchise Outlet 0421,18.0,8.69,3.18,1025.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0422,Franchise Outlet 0422,13.0,5.97,4.08,686.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0423,Franchise Outlet 0423,8.0,7.35,3.64,767.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0424,Franchise Outlet 0424,28.0,8.38,3.31,936.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0425,Franchise Outlet 0425,13.0,10.27,2.79,1257.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0426,Franchise Outlet 0426,12.0,7.76,3.51,864.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0427,Franchise Outlet 0427,15.0,6.81,3.8,777.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0428,Franchise Outlet 0428,12.0,7.8,3.41,877.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0429,Franchise Outlet 0429,23.0,7.73,3.58,859.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0430,Franchise Outlet 0430,18.0,9.37,3.15,1005.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0431,Franchise Outlet 0431,11.0,8.42,3.0,984.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0432,Franchise Outlet 0432,15.0,9.2,3.07,1018.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0433,Franchise Outlet 0433,17.0,6.94,3.96,699.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0434,Franchise Outlet 0434,10.0,7.52,3.64,836.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0435,Franchise Outlet 0435,27.0,6.41,4.07,661.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0436,Franchise Outlet 0436,24.0,10.51,2.71,1307.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0437,Franchise Outlet 0437,22.0,9.02,3.14,998.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0438,Franchise Outlet 0438,21.0,7.64,3.58,800.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0439,Franchise Outlet 0439,17.0,8.68,3.05,1066.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0440,Franchise Outlet 0440,20.0,9.47,3.0,1159.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0441,Franchise Outlet 0441,15.0,6.67,3.94,771.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0442,Franchise Outlet 0442,17.0,9.7,2.73,1309.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0443,Franchise Outlet 0443,26.0,10.77,2.76,1215.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0444,Franchise Outlet 0444,19.0,11.09,2.72,1303.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0445,Franchise Outlet 0445,22.0,5.35,4.08,684.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0446,Franchise Outlet 0446,17.0,5.64,4.13,669.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0447,Franchise Outlet 0447,17.0,8.14,3.4,914.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0448,Franchise Outlet 0448,14.0,10.46,2.84,1246.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0449,Franchise Outlet 0449,24.0,9.36,2.98,1156.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0450,Franchise Outlet 0450,20.0,8.76,3.1,1031.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0451,Franchise Outlet 0451,15.0,9.02,3.19,1071.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0452,Franchise Outlet 0452,13.0,10.15,2.81,1275.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0453,Franchise Outlet 0453,26.0,7.13,3.79,769.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0454,Franchise Outlet 0454,11.0,6.6,4.06,685.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0455,Franchise Outlet 0455,14.0,5.02,3.98,687.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0456,Franchise Outlet 0456,17.0,7.02,3.85,716.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0457,Franchise Outlet 0457,19.0,6.69,3.85,741.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0458,Franchise Outlet 0458,22.0,5.62,4.2,642.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0459,Franchise Outlet 0459,23.0,8.0,3.24,967.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0460,Franchise Outlet 0460,18.0,9.63,2.95,1184.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0461,Franchise Outlet 0461,15.0,9.93,2.68,1302.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
OUT0462,Franchise Outlet 0462,20.0,9.04,3.02,1092.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0463,Franchise Outlet 0463,27.0,6.56,3.73,766.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0464,Franchise Outlet 0464,24.0,6.99,3.72,757.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0465,Franchise Outlet 0465,24.0,8.52,3.16,1020.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0466,Franchise Outlet 0466,16.0,9.18,3.0,1106.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0467,Franchise Outlet 0467,11.0,5.91,3.95,708.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0468,Franchise Outlet 0468,14.0,5.6,4.21,718.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0469,Franchise Outlet 0469,26.0,7.53,3.71,762.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0470,Franchise Outlet 0470,13.0,9.54,3.24,1049.0,Needs Attention,"Staff performance requires attention due to concerns related to turnover, customer satisfaction or complaints.",Monitor employee turnover and improve staff training and customer service practices.
OUT0471,Franchise Outlet 0471,20.0,6.68,3.99,734.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0472,Franchise Outlet 0472,24.0,6.38,3.94,705.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0473,Franchise Outlet 0473,16.0,5.1,4.26,638.0,Stable,Staff performance appears stable with healthy customer service indicators.,Maintain current staff management practices and continue monitoring staff performance.
OUT0474,Franchise Outlet 0474,17.0,9.58,2.87,1160.0,Critical,"High employee turnover, low customer satisfaction and high complaints indicate significant staff-related issues.","Review employee retention strategies, workload distribution and provide targeted staff training."
