Outlet_ID,Outlet_Name,Month,Product_Category,Product_Type,SKU_ID,Closing_Stock_Units,Safety_Stock_Units,Reorder_Point_Units,Demand_Forecast_Next_Month_Units,Stock_Status,Replenishment_Required,Recommended_Replenishment_Units,Stock_Availability_%,Inventory_Turnover_Ratio,Wastage_Units,Freshness_Rate_%,Shelf_Life_Days,Agent_Action,Agent_Priority,Agent_Explanation
OUT0514,Franchise Outlet 0514,2025-05,Personal Care,Non-Perishable,SKU-0514-04,2703,795,1855,2651.0,Healthy,No,743,100.0,11.19,16,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0694,Franchise Outlet 0694,2026-01,Personal Care,Non-Perishable,SKU-0694-04,1458,434,1109,1446.0,Healthy,No,422,100.0,12.9,8,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0329,Franchise Outlet 0329,2023-08,Personal Care,Non-Perishable,SKU-0329-04,166,89,128,295.6666666666667,Healthy,No,219,56.1,18.39,2,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0217,Franchise Outlet 0217,2023-01,Packaged Goods,Non-Perishable,SKU-0217-02,1668,1234,1645,4113.0,Healthy,No,3679,40.6,23.37,39,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0559,Franchise Outlet 0559,2023-04,Personal Care,Non-Perishable,SKU-0559-04,798,236,551,787.3333333333334,Healthy,No,225,100.0,11.0,4,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0167,Franchise Outlet 0167,2024-07,Packaged Goods,Non-Perishable,SKU-0167-02,1108,449,748,1495.666666666667,Healthy,No,837,74.1,12.05,4,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0374,Franchise Outlet 0374,2023-03,Personal Care,Non-Perishable,SKU-0374-04,650,246,437,818.5,Healthy,No,414,79.4,17.38,10,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0364,Franchise Outlet 0364,2024-06,Personal Care,Non-Perishable,SKU-0364-04,1145,312,763,1040.0,Healthy,No,207,100.0,10.89,7,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0087,Franchise Outlet 0087,2023-10,Packaged Goods,Non-Perishable,SKU-0087-02,1305,542,783,1806.0,Healthy,No,1043,72.3,17.75,9,99.5,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0687,Franchise Outlet 0687,2026-02,Packaged Goods,Non-Perishable,SKU-0687-02,753,391,695,1304.0,Healthy,No,942,57.7,16.6,8,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0250,Franchise Outlet 0250,2023-12,Seasonal Products,Seasonal,SKU-0250-05,3149,1355,1807,4516.666666666667,Healthy,No,2723,69.7,16.32,74,98.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0020,Franchise Outlet 0020,2023-01,Seasonal Products,Seasonal,SKU-0020-05,337,142,269,475.0,Healthy,No,280,70.9,14.73,12,97.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0065,Franchise Outlet 0065,2023-01,Seasonal Products,Seasonal,SKU-0065-05,1498,667,1186,2224.0,Healthy,No,1393,67.4,14.84,31,98.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0185,Franchise Outlet 0185,2023-08,Seasonal Products,Seasonal,SKU-0185-05,818,298,563,994.6666666666666,Healthy,No,475,82.2,15.36,25,97.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0110,Franchise Outlet 0110,2023-10,Seasonal Products,Seasonal,SKU-0110-05,2107,550,1223,1834.666666666667,Healthy,No,278,100.0,12.24,53,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0660,Franchise Outlet 0660,2025-01,Seasonal Products,Seasonal,SKU-0660-05,1757,821,1368,2737.0,Healthy,No,1801,64.2,18.22,76,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0149,Franchise Outlet 0149,2023-02,Personal Care,Non-Perishable,SKU-0149-04,1846,771,1799,2569.0,Healthy,No,1494,71.9,15.07,9,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0154,Franchise Outlet 0154,2024-12,Personal Care,Non-Perishable,SKU-0154-04,557,227,379,758.0,Healthy,No,428,73.5,15.88,6,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0085,Franchise Outlet 0085,2025-02,Seasonal Products,Seasonal,SKU-0085-05,1703,631,1332,2103.0,Healthy,No,1031,81.0,15.7,37,98.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0514,Franchise Outlet 0514,2024-01,Personal Care,Non-Perishable,SKU-0514-04,2040,666,1553,2218.333333333333,Healthy,No,844,92.0,11.93,21,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0697,Franchise Outlet 0697,2025-09,Packaged Goods,Non-Perishable,SKU-0697-02,1742,584,1298,1946.666666666667,Healthy,No,789,89.5,12.82,19,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0017,Franchise Outlet 0017,2024-01,Packaged Goods,Non-Perishable,SKU-0017-02,1613,762,1524,2539.333333333333,Healthy,No,1688,63.5,17.7,35,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0140,Franchise Outlet 0140,2024-04,Seasonal Products,Seasonal,SKU-0140-05,1832,760,1435,2532.666666666667,Healthy,No,1461,72.3,12.2,31,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0072,Franchise Outlet 0072,2026-02,Packaged Goods,Non-Perishable,SKU-0072-02,890,449,698,1495.333333333333,Healthy,No,1054,59.5,19.93,10,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0155,Franchise Outlet 0155,2025-09,Seasonal Products,Seasonal,SKU-0155-05,1361,610,1152,2034.333333333333,Healthy,No,1283,66.9,17.64,29,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0587,Franchise Outlet 0587,2024-02,Packaged Goods,Non-Perishable,SKU-0587-02,161,62,138,207.6666666666667,Healthy,No,109,77.5,16.11,2,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0290,Franchise Outlet 0290,2024-12,Seasonal Products,Seasonal,SKU-0290-05,1867,887,1676,2958.0,Healthy,No,1978,63.1,15.74,44,98.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0295,Franchise Outlet 0295,2024-11,Seasonal Products,Seasonal,SKU-0295-05,1210,532,1064,1774.0,Healthy,No,1096,68.2,15.03,27,98.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0040,Franchise Outlet 0040,2025-01,Seasonal Products,Seasonal,SKU-0040-05,1349,415,876,1384.333333333333,Healthy,No,450,97.4,15.54,45,97.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0734,Franchise Outlet 0734,2025-06,Personal Care,Non-Perishable,SKU-0734-04,3109,996,2325,3321.666666666667,Healthy,No,1209,93.6,13.81,31,99.1,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0625,Franchise Outlet 0625,2026-04,Seasonal Products,Seasonal,SKU-0625-05,882,300,633,1000.333333333333,Healthy,No,418,88.2,13.72,24,97.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0284,Franchise Outlet 0284,2024-11,Personal Care,Non-Perishable,SKU-0284-04,185,65,123,218.0,Healthy,No,98,84.9,14.94,2,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0379,Franchise Outlet 0379,2024-02,Personal Care,Non-Perishable,SKU-0379-04,1137,572,1017,1908.0,Healthy,No,1343,59.6,16.85,7,99.6,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0249,Franchise Outlet 0249,2023-10,Personal Care,Non-Perishable,SKU-0249-04,2215,735,1715,2450.0,Healthy,No,970,90.4,10.71,5,99.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0320,Franchise Outlet 0320,2026-04,Seasonal Products,Seasonal,SKU-0320-05,1045,382,891,1272.0,Healthy,No,609,82.2,11.67,17,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0674,Franchise Outlet 0674,2025-02,Personal Care,Non-Perishable,SKU-0674-04,243,93,134,309.3333333333333,Healthy,No,159,78.6,15.42,3,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0545,Franchise Outlet 0545,2024-03,Seasonal Products,Seasonal,SKU-0545-05,1157,447,1043,1491.0,Healthy,No,781,77.6,14.36,39,97.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0052,Franchise Outlet 0052,2024-12,Packaged Goods,Non-Perishable,SKU-0052-02,749,324,504,1078.666666666667,Healthy,No,654,69.4,15.89,6,99.5,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0657,Franchise Outlet 0657,2024-04,Packaged Goods,Non-Perishable,SKU-0657-02,1877,531,1238,1768.666666666667,Healthy,No,423,100.0,14.56,16,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0730,Franchise Outlet 0730,2024-07,Seasonal Products,Seasonal,SKU-0730-05,581,214,451,712.0,Healthy,No,345,81.6,12.86,16,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0139,Franchise Outlet 0139,2025-07,Personal Care,Non-Perishable,SKU-0139-04,891,484,861,1614.666666666667,Healthy,No,1208,55.2,15.31,17,98.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0082,Franchise Outlet 0082,2024-10,Packaged Goods,Non-Perishable,SKU-0082-02,2227,756,1428,2520.0,Healthy,No,1049,88.4,15.77,9,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0207,Franchise Outlet 0207,2025-10,Packaged Goods,Non-Perishable,SKU-0207-02,2578,708,1652,2360.666666666667,Healthy,No,491,100.0,11.8,25,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0395,Franchise Outlet 0395,2025-05,Seasonal Products,Seasonal,SKU-0395-05,2583,744,1653,2478.333333333333,Healthy,No,639,100.0,14.63,55,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0425,Franchise Outlet 0425,2024-04,Seasonal Products,Seasonal,SKU-0425-05,201,87,164,290.3333333333333,Healthy,No,176,69.2,16.42,3,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0445,Franchise Outlet 0445,2025-06,Seasonal Products,Seasonal,SKU-0445-05,2941,1189,2378,3964.333333333333,Healthy,No,2212,74.2,13.78,73,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0339,Franchise Outlet 0339,2025-11,Personal Care,Non-Perishable,SKU-0339-04,737,388,603,1292.666666666667,Healthy,No,944,57.0,19.54,3,99.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0557,Franchise Outlet 0557,2026-02,Packaged Goods,Non-Perishable,SKU-0557-02,1132,318,706,1058.666666666667,Healthy,No,245,100.0,11.71,6,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0094,Franchise Outlet 0094,2025-03,Personal Care,Non-Perishable,SKU-0094-04,288,148,263,494.3333333333333,Healthy,No,354,58.3,17.94,6,98.9,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0667,Franchise Outlet 0667,2025-11,Packaged Goods,Non-Perishable,SKU-0667-02,3099,1322,2644,4407.0,Healthy,No,2630,70.3,15.24,39,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0024,Franchise Outlet 0024,2025-12,Personal Care,Non-Perishable,SKU-0024-04,900,287,733,956.186,Healthy,No,343,94.1,12.77,8,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0542,Franchise Outlet 0542,2023-01,Packaged Goods,Non-Perishable,SKU-0542-02,1599,1007,1343,3358.0,Healthy,No,2766,47.6,19.49,33,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0527,Franchise Outlet 0527,2023-03,Packaged Goods,Non-Perishable,SKU-0527-02,1319,494,1263,1647.0,Healthy,No,822,80.1,11.79,7,99.6,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0545,Franchise Outlet 0545,2024-11,Seasonal Products,Seasonal,SKU-0545-05,1115,465,1085,1550.666666666667,Healthy,No,901,71.9,15.49,22,98.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0720,Franchise Outlet 0720,2025-11,Seasonal Products,Seasonal,SKU-0720-05,483,187,395,624.3333333333334,Healthy,No,328,77.4,16.74,10,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0584,Franchise Outlet 0584,2024-04,Personal Care,Non-Perishable,SKU-0584-04,465,293,391,975.3333333333334,Healthy,No,803,47.7,23.24,2,99.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0565,Franchise Outlet 0565,2025-03,Seasonal Products,Seasonal,SKU-0565-05,1141,376,920,1254.666666666667,Healthy,No,490,90.9,16.73,41,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0090,Franchise Outlet 0090,2025-11,Seasonal Products,Seasonal,SKU-0090-05,987,277,647,924.0,Healthy,No,214,100.0,13.22,22,98.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0405,Franchise Outlet 0405,2026-03,Seasonal Products,Seasonal,SKU-0405-05,540,202,381,673.0,Healthy,No,335,80.2,16.68,22,97.1,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0089,Franchise Outlet 0089,2024-01,Personal Care,Non-Perishable,SKU-0089-04,601,186,434,620.0,Healthy,No,205,96.9,10.71,4,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0679,Franchise Outlet 0679,2025-10,Personal Care,Non-Perishable,SKU-0679-04,2040,763,1526,2542.333333333333,Healthy,No,1265,80.2,14.81,22,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0677,Franchise Outlet 0677,2026-03,Packaged Goods,Non-Perishable,SKU-0677-02,1520,678,1356,2261.666666666667,Healthy,No,1420,67.2,14.74,20,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0087,Franchise Outlet 0087,2024-11,Packaged Goods,Non-Perishable,SKU-0087-02,885,551,796,1836.333333333333,Healthy,No,1502,48.2,21.58,20,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0605,Franchise Outlet 0605,2023-12,Seasonal Products,Seasonal,SKU-0605-05,972,361,843,1204.0,Healthy,No,593,80.7,11.22,26,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0090,Franchise Outlet 0090,2026-02,Seasonal Products,Seasonal,SKU-0090-05,1117,335,782,1116.666666666667,Healthy,No,335,100.0,11.6,21,97.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0737,Franchise Outlet 0737,2024-12,Packaged Goods,Non-Perishable,SKU-0737-02,1782,745,1656,2483.333333333333,Healthy,No,1446,71.8,15.41,31,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0144,Franchise Outlet 0144,2023-05,Personal Care,Non-Perishable,SKU-0144-04,558,276,491,919.6666666666666,Healthy,No,638,60.7,17.83,3,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0529,Franchise Outlet 0529,2024-11,Personal Care,Non-Perishable,SKU-0529-04,1791,617,1509,2057.666666666667,Healthy,No,884,87.0,12.83,12,99.4,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0570,Franchise Outlet 0570,2024-10,Seasonal Products,Seasonal,SKU-0570-05,646,220,440,732.2836333333333,Healthy,No,306,88.2,12.12,14,97.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0727,Franchise Outlet 0727,2024-10,Packaged Goods,Non-Perishable,SKU-0727-02,401,154,343,515.0,Healthy,No,268,77.9,14.34,5,99.1,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0177,Franchise Outlet 0177,2024-07,Packaged Goods,Non-Perishable,SKU-0177-02,1299,575,1278,1917.0,Healthy,No,1193,67.8,13.69,10,99.5,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0239,Franchise Outlet 0239,2026-01,Personal Care,Non-Perishable,SKU-0239-04,1644,652,1087,2174.333333333333,Healthy,No,1182,75.6,18.12,11,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0577,Franchise Outlet 0577,2025-12,Packaged Goods,Non-Perishable,SKU-0577-02,1476,411,1050,1369.0,Healthy,No,304,100.0,15.05,5,99.7,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0299,Franchise Outlet 0299,2024-12,Personal Care,Non-Perishable,SKU-0299-04,958,511,852,1702.666666666667,Healthy,No,1256,56.3,23.3,4,99.8,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0254,Franchise Outlet 0254,2025-12,Personal Care,Non-Perishable,SKU-0254-04,1659,911,1518,3036.0,Healthy,No,2288,54.6,21.37,25,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0342,Franchise Outlet 0342,2023-03,Packaged Goods,Non-Perishable,SKU-0342-02,1323,638,1063,2125.333333333333,Healthy,No,1440,62.2,18.44,14,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0500,Franchise Outlet 0500,2024-07,Seasonal Products,Seasonal,SKU-0500-05,1045,466,881,1555.0,Healthy,No,976,67.2,14.78,36,97.2,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0645,Franchise Outlet 0645,2023-02,Seasonal Products,Seasonal,SKU-0645-05,603,171,399,570.0,Healthy,No,138,100.0,14.19,16,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0670,Franchise Outlet 0670,2025-01,Seasonal Products,Seasonal,SKU-0670-05,379,168,243,560.6666666666666,Healthy,No,350,67.6,17.91,16,97.3,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0377,Franchise Outlet 0377,2024-10,Packaged Goods,Non-Perishable,SKU-0377-02,901,297,660,989.6666666666666,Healthy,No,386,91.0,13.5,7,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0727,Franchise Outlet 0727,2025-11,Packaged Goods,Non-Perishable,SKU-0727-02,495,169,375,563.0,Healthy,No,237,87.9,11.42,3,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0709,Franchise Outlet 0709,2024-11,Personal Care,Non-Perishable,SKU-0709-04,1257,558,1054,1860.666666666667,Healthy,No,1162,67.6,19.08,20,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0287,Franchise Outlet 0287,2025-11,Packaged Goods,Non-Perishable,SKU-0287-02,871,464,670,1545.666666666667,Healthy,No,1139,56.4,21.79,11,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0035,Franchise Outlet 0035,2023-01,Seasonal Products,Seasonal,SKU-0035-05,2010,526,1286,1753.0,Healthy,No,269,100.0,11.4,45,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0664,Franchise Outlet 0664,2025-12,Personal Care,Non-Perishable,SKU-0664-04,505,321,499,1069.666666666667,Healthy,No,886,47.2,20.09,8,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0664,Franchise Outlet 0664,2023-07,Personal Care,Non-Perishable,SKU-0664-04,708,336,523,1120.666666666667,Healthy,No,749,63.2,19.21,6,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0690,Franchise Outlet 0690,2023-01,Seasonal Products,Seasonal,SKU-0690-05,2966,1073,2503,3576.0,Healthy,No,1683,82.9,14.51,55,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0402,Franchise Outlet 0402,2025-09,Packaged Goods,Non-Perishable,SKU-0402-02,913,284,662,945.5654666666666,Healthy,No,317,96.6,11.45,6,99.4,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0340,Franchise Outlet 0340,2023-02,Seasonal Products,Seasonal,SKU-0340-05,3929,1060,2710,3535.0,Healthy,No,666,100.0,10.31,50,98.5,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0090,Franchise Outlet 0090,2025-08,Seasonal Products,Seasonal,SKU-0090-05,821,350,817,1166.333333333333,Healthy,No,695,70.4,10.76,18,97.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0674,Franchise Outlet 0674,2024-02,Personal Care,Non-Perishable,SKU-0674-04,174,89,129,298.0,Healthy,No,213,58.4,22.27,1,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0670,Franchise Outlet 0670,2023-02,Seasonal Products,Seasonal,SKU-0670-05,292,174,251,581.0,Healthy,No,463,50.3,23.05,8,98.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0705,Franchise Outlet 0705,2023-06,Seasonal Products,Seasonal,SKU-0705-05,497,248,358,828.0,Healthy,No,579,60.0,19.82,22,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0100,Franchise Outlet 0100,2025-11,Seasonal Products,Seasonal,SKU-0100-05,1563,705,1019,2351.666666666667,Healthy,No,1494,66.5,18.35,55,97.6,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0689,Franchise Outlet 0689,2026-04,Personal Care,Non-Perishable,SKU-0689-04,265,124,235,414.6666666666667,Healthy,No,274,63.9,17.77,1,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0105,Franchise Outlet 0105,2023-03,Seasonal Products,Seasonal,SKU-0105-05,2213,626,1461,2088.0,Healthy,No,501,100.0,12.47,61,97.4,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0327,Franchise Outlet 0327,2024-07,Packaged Goods,Non-Perishable,SKU-0327-02,1705,867,1349,2890.666666666667,Healthy,No,2053,59.0,19.39,20,99.2,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0569,Franchise Outlet 0569,2025-06,Personal Care,Non-Perishable,SKU-0569-04,427,156,329,519.0,Healthy,No,248,82.3,12.75,3,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0607,Franchise Outlet 0607,2023-02,Packaged Goods,Non-Perishable,SKU-0607-02,668,332,554,1108.0,Healthy,No,772,60.3,16.81,4,99.6,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0055,Franchise Outlet 0055,2025-12,Seasonal Products,Seasonal,SKU-0055-05,657,253,478,844.6666666666666,Healthy,No,441,77.8,17.8,19,98.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0430,Franchise Outlet 0430,2023-08,Seasonal Products,Seasonal,SKU-0430-05,622,242,537,805.0,Healthy,No,425,77.3,16.24,18,97.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0024,Franchise Outlet 0024,2023-03,Personal Care,Non-Perishable,SKU-0024-04,1488,382,977,1274.0,Healthy,No,168,100.0,11.56,9,99.3,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0379,Franchise Outlet 0379,2024-11,Personal Care,Non-Perishable,SKU-0379-04,1128,517,919,1724.333333333333,Healthy,No,1113,65.4,16.83,14,99.2,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0427,Franchise Outlet 0427,2026-02,Packaged Goods,Non-Perishable,SKU-0427-02,559,168,411,560.6666666666666,Healthy,No,170,99.7,15.17,3,99.6,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0029,Franchise Outlet 0029,2025-11,Personal Care,Non-Perishable,SKU-0029-04,836,263,526,878.2433,Healthy,No,305,95.2,14.78,9,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0237,Franchise Outlet 0237,2026-02,Packaged Goods,Non-Perishable,SKU-0237-02,1369,535,1129,1783.333333333333,Healthy,No,949,76.8,19.29,14,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0597,Franchise Outlet 0597,2026-02,Packaged Goods,Non-Perishable,SKU-0597-02,2309,700,1400,2334.333333333333,Healthy,No,725,98.9,15.81,31,99.0,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0414,Franchise Outlet 0414,2023-03,Personal Care,Non-Perishable,SKU-0414-04,840,371,536,1237.5,Healthy,No,768,67.9,20.39,7,99.5,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0135,Franchise Outlet 0135,2024-10,Seasonal Products,Seasonal,SKU-0135-05,498,156,364,520.0,Healthy,No,178,95.8,11.99,6,98.9,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0289,Franchise Outlet 0289,2024-09,Personal Care,Non-Perishable,SKU-0289-04,231,95,190,318.3333333333333,Healthy,No,182,72.6,15.05,3,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0685,Franchise Outlet 0685,2024-05,Seasonal Products,Seasonal,SKU-0685-05,2010,1097,1706,3656.0,Healthy,No,2743,55.0,20.93,88,97.7,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0344,Franchise Outlet 0344,2025-09,Personal Care,Non-Perishable,SKU-0344-04,366,110,220,367.6666666666667,Healthy,No,112,99.5,13.35,1,99.7,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0262,Franchise Outlet 0262,2025-02,Packaged Goods,Non-Perishable,SKU-0262-02,1276,626,974,2086.333333333333,Healthy,No,1436,61.2,22.59,16,99.3,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0297,Franchise Outlet 0297,2025-07,Packaged Goods,Non-Perishable,SKU-0297-02,1127,311,761,1037.666666666667,Healthy,No,222,100.0,12.02,13,98.9,180,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0199,Franchise Outlet 0199,2023-06,Personal Care,Non-Perishable,SKU-0199-04,1044,582,1035,1941.333333333333,Healthy,No,1479,53.8,17.57,17,99.0,365,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0485,Franchise Outlet 0485,2025-06,Seasonal Products,Seasonal,SKU-0485-05,699,350,661,1167.0,Healthy,No,818,59.9,13.15,28,97.0,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
OUT0470,Franchise Outlet 0470,2024-03,Seasonal Products,Seasonal,SKU-0470-05,1842,697,1781,2322.0,Healthy,No,1177,79.3,11.65,25,98.8,90,NO_ACTION,Low,Inventory level is currently healthy. No immediate action is required.
