Record_ID,Outlet_ID,Outlet_Name,Outlet_Type,City,State,Region,Month,Footfall,Orders,Conversion_Rate_%,Average_Order_Value_INR,Sales_Revenue_INR,COGS_INR,Operating_Cost_INR,Marketing_Spend_INR,Profit_INR,Profit_Margin_%,Employees,Employee_Turnover_%,Customer_Satisfaction_1_5,Complaints
REC017016,OUT0490,Franchise Outlet 0490,Franchise,Pune,Maharashtra,West,2025-10,5766.0,1613.0,27.97,1125.84,1815984.53,873165.06,293526.14,39592.11,609701.22,33.57,21,4.35,4.15,17.0
REC017017,OUT0729,Franchise Outlet 0729,Franchise,Mumbai,Maharashtra,West,2024-01,8981.0,1731.0,19.29,651.4,1127570.99,654638.46,215301.84,48257.64,209373.05,18.57,12,8.02,2.87,28.0
REC017018,OUT0097,Franchise Outlet 0097,Franchise,Dehradun,Uttarakhand,North,2024-04,12313.0,1913.0,15.54,1368.15,2617276.93,1511912.88,441370.64,200490.8,463502.61,17.71,22,8.19,4.05,23.0
REC017019,OUT0128,Franchise Outlet 0128,Franchise,Jammu,Jammu & Kashmir,North,2025-12,7724.0,1085.0,14.05,896.14,972307.58,499876.08,185798.56,27462.98,259169.96,26.66,17,12.29,3.16,31.0
REC017020,OUT0306,Franchise Outlet 0306,Franchise,Lucknow,Uttar Pradesh,North,2023-09,6462.0,1073.0,16.61,826.57,886911.41,519723.17,254071.84,56266.15,56850.25,6.41,33,13.73,2.59,38.0
REC017021,OUT0324,Franchise Outlet 0324,Franchise,Visakhapatnam,Andhra Pradesh,South,2025-07,9100.0,3482.0,38.27,1612.75,5615587.31,3202120.83,1210982.67,283716.15,918767.66,16.36,17,8.21,3.76,16.0
REC017022,OUT0416,Franchise Outlet 0416,Franchise,Bhubaneswar,Odisha,East,2024-03,5301.0,1097.0,20.7,1533.05,1681755.41,1046331.43,451143.98,111430.64,72849.36,4.33,8,7.59,2.95,23.0
REC017023,OUT0035,Franchise Outlet 0035,Franchise,Jaipur,Rajasthan,North,2025-02,6095.0,1778.0,29.19,509.17,905300.42,423015.99,227260.06,55602.74,199421.64,22.03,15,3.88,3.82,23.0
REC017024,OUT0516,Franchise Outlet 0516,Franchise,Lucknow,Uttar Pradesh,North,2025-07,11935.0,3153.0,26.42,1546.0,4874531.21,2985812.32,1196548.45,123244.26,568926.19,11.67,13,10.5,3.17,22.0
REC017025,OUT0482,Franchise Outlet 0482,Franchise,Amritsar,Punjab,North,2023-02,5183.0,734.0,14.18,1681.87,1234493.97,705244.47,180323.98,90958.26,257967.25,20.9,22,8.78,3.2,18.0
REC017026,OUT0142,Franchise Outlet 0142,Franchise,Vijayawada,Andhra Pradesh,South,2024-01,1798.0,576.0,32.07,920.1,529976.71,284161.59,95849.96,23716.99,126248.18,23.82,6,14.52,3.02,26.0
REC017027,OUT0203,Franchise Outlet 0203,Franchise,Mysuru,Karnataka,South,2025-11,12050.0,2943.0,24.43,1662.39,4892412.5,2229342.14,1271600.72,388644.22,1002825.43,20.5,12,8.13,3.35,25.0
REC017028,OUT0180,Franchise Outlet 0180,Franchise,Siliguri,West Bengal,East,2025-09,3090.0,736.0,23.85,1457.01,1072359.57,627902.68,254855.8,41901.37,147699.73,13.77,15,8.81,3.34,35.0
REC017029,OUT0480,Franchise Outlet 0480,Franchise,Siliguri,West Bengal,East,2023-07,10590.0,3238.0,30.58,620.41,2008902.95,934116.0,311014.91,85549.17,678222.86,33.76,13,3.31,4.02,18.0
REC017030,OUT0533,Franchise Outlet 0533,Franchise,Mysuru,Karnataka,South,2023-04,4717.0,1359.0,28.82,642.62,873316.84,410130.03,222494.72,63758.07,176934.03,20.26,21,,3.7,15.0
REC017031,OUT0674,Franchise Outlet 0674,Franchise,Nagpur,Maharashtra,West,2025-07,1827.0,248.0,13.61,915.75,227106.29,140521.32,50369.4,8705.0,27510.58,12.11,23,8.16,2.81,36.0
REC017032,OUT0369,Franchise Outlet 0369,Franchise,Mumbai,Maharashtra,West,2025-02,4901.0,1407.0,28.72,1052.4,1480725.25,898521.96,275346.15,52975.69,253881.45,17.15,19,5.27,3.34,19.0
REC017033,OUT0066,Franchise Outlet 0066,Franchise,Lucknow,Uttar Pradesh,North,2025-07,4037.0,777.0,19.25,1598.71,1242201.4,583585.55,365685.32,88640.17,204290.35,16.45,7,1.53,4.35,10.0
REC017034,OUT0268,Franchise Outlet 0268,Franchise,Patna,Bihar,East,2026-02,9566.0,1920.0,20.08,735.74,1412626.25,821058.45,312671.07,93472.12,185424.61,13.13,19,4.63,3.32,25.0
REC017035,OUT0696,Franchise Outlet 0696,Franchise,Lucknow,Uttar Pradesh,North,2024-10,3727.0,677.0,18.17,1624.56,1099829.94,588728.78,232274.25,25705.66,253121.25,23.01,15,7.17,3.13,32.0
REC017036,OUT0638,Franchise Outlet 0638,Franchise,Jammu,Jammu & Kashmir,North,2023-01,5492.0,1536.0,27.99,1302.92,2001292.34,1256740.21,328960.25,75315.73,340276.15,17.0,22,10.79,3.43,25.0
REC017037,OUT0092,Franchise Outlet 0092,Company-Owned,Amritsar,Punjab,North,2023-10,5319.0,557.0,10.48,854.27,475831.07,308875.73,115733.21,34592.06,16630.07,3.49,24,8.71,2.59,22.0
REC017038,OUT0311,Franchise Outlet 0311,Franchise,Ahmedabad,Gujarat,West,2023-06,5349.0,1790.0,33.48,1303.39,2333066.6,1100000.41,505342.01,135082.85,592641.33,25.4,18,5.42,3.39,17.0
REC017039,OUT0746,Franchise Outlet 0746,Franchise,Bhubaneswar,Odisha,East,2024-02,3050.0,600.0,19.7,1462.19,877315.7,432728.53,195679.56,46806.23,202101.37,23.04,9,6.16,2.99,33.0
REC017040,OUT0442,Franchise Outlet 0442,Franchise,Vijayawada,Andhra Pradesh,South,2026-02,5771.0,775.0,13.45,552.49,428175.95,226154.21,123938.14,24735.16,53348.45,12.46,17,7.53,2.65,28.0
REC017041,OUT0193,Franchise Outlet 0193,Franchise,Indore,Madhya Pradesh,West,2025-10,7438.0,1168.0,15.7,926.12,1081710.27,511741.91,313547.3,68803.12,187617.94,17.34,16,11.14,2.54,22.0
REC017042,OUT0263,Franchise Outlet 0263,Franchise,Mysuru,Karnataka,South,2023-02,5704.0,1193.0,20.93,926.52,1105343.0,705170.92,188967.08,79404.31,131800.68,11.92,16,8.38,3.02,23.0
REC017043,OUT0559,Franchise Outlet 0559,Franchise,Chennai,Tamil Nadu,South,2025-04,6489.0,779.0,12.01,1017.42,792570.43,399066.88,159692.99,24120.0,209690.56,26.46,11,6.15,3.18,25.0
REC017044,OUT0445,Franchise Outlet 0445,Franchise,Kolkata,West Bengal,East,2024-04,11344.0,3901.0,34.39,1531.55,5974564.0,2845099.5,933161.0,412611.17,1783692.32,29.85,22,7.01,3.7,23.0
REC017045,OUT0355,Franchise Outlet 0355,Franchise,Kolkata,West Bengal,East,2024-05,6048.0,877.0,14.5,1361.9,1194385.84,717805.3,284172.29,34860.59,157547.66,13.19,27,12.68,2.78,31.0
REC017046,OUT0388,Franchise Outlet 0388,Franchise,Patna,Bihar,East,2023-06,6618.0,1609.0,24.32,999.52,1608226.48,765543.93,257496.7,67986.23,517199.62,32.16,12,11.25,3.03,31.0
REC017047,OUT0689,Franchise Outlet 0689,Franchise,Ranchi,Jharkhand,East,2023-04,2325.0,471.0,20.27,1533.1,722089.05,336809.51,147573.01,33342.3,204364.23,28.3,17,8.76,3.25,11.0
REC017048,OUT0080,Franchise Outlet 0080,Franchise,Coimbatore,Tamil Nadu,South,2025-09,7673.0,1095.0,14.28,1186.25,1298946.22,627826.74,367582.44,42472.69,261064.34,20.1,18,9.01,2.84,29.0
REC017049,OUT0034,Franchise Outlet 0034,Franchise,Delhi,Delhi,North,2026-02,7325.0,1752.0,23.93,1067.93,1871014.19,964963.08,542077.87,61173.59,302799.64,16.18,15,9.03,3.72,23.0
REC017050,OUT0116,Franchise Outlet 0116,Franchise,Bhubaneswar,Odisha,East,2024-09,14730.0,3254.0,22.1,1535.63,4996952.8,3001038.14,899627.99,282364.91,813921.76,16.29,24,7.43,3.68,18.0
REC017051,OUT0622,Franchise Outlet 0622,Franchise,Vijayawada,Andhra Pradesh,South,2024-04,3668.0,642.0,17.51,1421.13,912363.93,547309.32,269808.05,61580.49,33666.07,3.69,13,9.13,2.69,21.0
REC017052,OUT0343,Franchise Outlet 0343,Franchise,Indore,Madhya Pradesh,West,2026-01,4209.0,652.0,15.49,942.58,614564.4,283989.55,152385.38,33305.06,144884.4,23.58,17,5.55,2.89,32.0
REC017053,OUT0207,Franchise Outlet 0207,Franchise,Guwahati,Assam,East,2024-08,10184.0,2461.0,24.17,874.09,2151142.04,1008969.6,365834.85,77473.96,698863.63,32.49,24,9.97,3.83,18.0
REC017054,OUT0492,Franchise Outlet 0492,Franchise,Surat,Gujarat,West,2024-08,11162.0,2553.0,22.88,1197.58,3057421.92,1465691.36,723190.46,103062.19,765477.91,25.04,16,4.26,3.7,20.0
REC017055,OUT0509,Franchise Outlet 0509,Franchise,Ranchi,Jharkhand,East,2024-04,7098.0,1538.0,21.67,1275.3,1961409.35,1200861.42,384817.71,95855.57,279874.65,14.27,20,4.16,4.22,22.0
REC017056,OUT0399,Franchise Outlet 0399,Franchise,Mumbai,Maharashtra,West,2023-07,3202.0,529.0,16.54,1082.09,572423.93,361506.59,136956.92,37117.7,36842.72,6.44,19,12.06,2.5,38.0
REC017057,OUT0418,Franchise Outlet 0418,Franchise,Patna,Bihar,East,2023-01,5143.0,1274.0,24.78,683.67,871000.13,550469.53,242257.5,34941.1,43332.0,4.97,14,8.43,3.76,24.0
REC017058,OUT0344,Franchise Outlet 0344,Franchise,Nagpur,Maharashtra,West,2024-08,2084.0,407.0,19.55,503.07,204747.98,114218.49,30241.69,5802.08,54485.73,26.61,21,11.16,3.38,34.0
REC017059,OUT0095,Franchise Outlet 0095,Franchise,Jaipur,Rajasthan,North,2024-04,5677.0,1226.0,21.6,837.59,1026890.16,662861.09,224803.36,46137.7,93088.01,9.07,17,6.84,3.87,20.0
REC017060,OUT0009,Franchise Outlet 0009,Franchise,Mumbai,Maharashtra,West,2023-06,11861.0,3715.0,31.33,1189.63,4419462.48,2258319.89,802782.02,331885.82,1026474.74,23.23,23,8.22,3.75,27.0
REC017061,OUT0601,Franchise Outlet 0601,Franchise,Ludhiana,Punjab,North,2025-04,6381.0,624.0,9.78,1396.19,871225.67,459324.61,122996.33,43332.32,245572.41,28.19,21,12.41,2.67,29.0
REC017062,OUT0486,Franchise Outlet 0486,Franchise,Lucknow,Uttar Pradesh,North,2026-03,7884.0,1338.0,16.98,1482.77,1983940.13,1142438.2,432339.79,89378.23,319783.9,16.12,16,10.33,2.67,31.0
REC017063,OUT0478,Franchise Outlet 0478,Franchise,Patna,Bihar,East,2025-12,10216.0,2320.0,22.72,843.58,1957111.74,1075216.97,541944.92,121717.07,218232.79,11.15,12,9.48,2.97,23.0
REC017064,OUT0470,Franchise Outlet 0470,Franchise,Coimbatore,Tamil Nadu,South,2023-04,9515.0,2389.0,25.11,1508.82,3604576.68,2230684.9,545127.95,147547.05,681216.78,18.9,13,9.35,3.04,18.0
REC017065,OUT0067,Franchise Outlet 0067,Franchise,Dehradun,Uttarakhand,North,2026-04,13006.0,2841.0,21.85,1823.37,5180202.17,3109166.4,1222069.66,356865.22,492100.89,9.5,16,12.01,4.47,17.0
REC017066,OUT0388,Franchise Outlet 0388,Franchise,Patna,Bihar,East,2025-01,7463.0,1706.0,22.86,1010.27,1723529.14,990662.82,425357.21,113135.77,194373.34,11.28,12,7.75,2.65,28.0
REC017067,OUT0439,Franchise Outlet 0439,Franchise,Chennai,Tamil Nadu,South,2026-03,6675.0,1423.0,21.33,543.84,773880.32,420501.4,129271.42,28577.79,195529.7,25.27,17,7.37,2.92,30.0
REC017068,OUT0144,Franchise Outlet 0144,Company-Owned,Visakhapatnam,Andhra Pradesh,South,2024-06,4462.0,1002.0,22.46,601.97,603178.65,294512.16,172267.26,27890.42,108508.81,17.99,4,8.23,3.7,20.0
REC017069,OUT0097,Franchise Outlet 0097,Franchise,Dehradun,Uttarakhand,North,2025-08,11903.0,1707.0,14.34,1309.77,2235781.72,1422977.94,385853.57,152983.8,273966.41,12.25,22,1.94,4.05,22.0
REC017070,OUT0112,Franchise Outlet 0112,Franchise,Vijayawada,Andhra Pradesh,South,2024-05,5457.0,1451.0,26.59,1617.77,2347386.48,1353323.5,638341.22,160695.94,195025.82,8.31,18,5.38,3.66,19.0
REC017071,OUT0559,Franchise Outlet 0559,Franchise,Chennai,Tamil Nadu,South,2024-01,6734.0,832.0,12.36,883.4,734984.7,348387.4,188406.29,36728.76,161462.26,21.97,11,11.71,3.38,24.0
REC017072,OUT0120,Franchise Outlet 0120,Franchise,Siliguri,West Bengal,East,2025-12,2162.0,449.0,20.79,906.13,406851.55,231657.29,82906.66,23874.55,68413.05,16.82,16,3.57,2.62,37.0
REC017073,OUT0110,Franchise Outlet 0110,Franchise,Coimbatore,Tamil Nadu,South,2025-07,7305.0,1752.0,23.99,707.13,1238900.06,730615.9,288568.63,62511.94,157203.59,12.69,12,9.89,3.48,22.0
REC017074,OUT0110,Franchise Outlet 0110,Franchise,Coimbatore,Tamil Nadu,South,2025-05,7473.0,1887.0,25.25,680.0,1283153.42,807140.04,193957.41,71874.1,210181.87,16.38,12,8.6,3.44,18.0
REC017075,OUT0497,Franchise Outlet 0497,Franchise,Bengaluru,Karnataka,South,2024-08,7967.0,1537.0,19.3,548.17,842531.86,541357.36,190359.33,23997.87,86817.3,10.3,17,8.97,2.87,32.0
REC017076,OUT0521,Franchise Outlet 0521,Company-Owned,Ahmedabad,Gujarat,West,2023-01,10785.0,2924.0,27.12,1676.97,4903456.35,2242240.13,937482.27,346939.56,1376794.39,28.08,19,7.91,3.81,10.0
REC017077,OUT0305,Franchise Outlet 0305,Franchise,Jaipur,Rajasthan,North,2024-01,2158.0,374.0,17.34,854.72,319666.38,164615.0,94577.09,14931.36,45542.93,14.25,19,14.24,2.57,38.0
REC017078,OUT0115,Franchise Outlet 0115,Franchise,Kolkata,West Bengal,East,2026-02,5603.0,725.0,12.95,1103.98,800385.86,376384.95,200793.72,48124.17,175083.02,21.87,4,8.61,3.12,23.0
REC017079,OUT0483,Franchise Outlet 0483,Franchise,Chandigarh,Chandigarh,North,2024-07,7712.0,1495.0,19.39,1523.68,2277899.19,1101248.01,357960.93,66075.69,752614.57,33.04,25,14.26,3.58,32.0
REC017080,OUT0613,Franchise Outlet 0613,Franchise,Indore,Madhya Pradesh,West,2024-04,6290.0,1620.0,25.76,500.01,810011.19,523025.22,175117.36,25520.31,86348.3,10.66,18,6.52,4.24,20.0
REC017081,OUT0310,Franchise Outlet 0310,Franchise,Pune,Maharashtra,West,2025-11,6280.0,874.0,13.93,,1081792.67,547278.88,173497.77,60459.69,300556.33,27.78,19,8.57,2.87,33.0
REC017082,OUT0553,Franchise Outlet 0553,Franchise,Indore,Madhya Pradesh,West,2023-09,5723.0,1062.0,18.56,859.13,912396.37,542236.36,152357.46,31838.27,185964.28,20.38,20,8.04,3.59,29.0
REC017083,OUT0446,Franchise Outlet 0446,Franchise,Bhubaneswar,Odisha,East,2026-04,3110.0,847.0,27.26,1515.44,1283578.16,688561.48,290196.76,98873.03,205946.9,16.04,17,6.95,4.08,18.0
REC017084,OUT0110,Franchise Outlet 0110,Franchise,Coimbatore,Tamil Nadu,South,2024-08,8148.0,1963.0,24.1,643.98,1264127.87,821477.38,263840.18,42561.23,136249.08,10.78,12,11.94,3.46,20.0
REC017085,OUT0621,Franchise Outlet 0621,Franchise,Kochi,Kerala,South,2024-04,3805.0,1000.0,26.29,591.03,591028.76,296904.27,115326.61,12631.66,166166.22,28.11,22,9.43,3.42,20.0
REC017086,OUT0722,Franchise Outlet 0722,Franchise,Amritsar,Punjab,North,2023-04,6054.0,1237.0,20.44,1033.42,1278338.39,830393.53,213613.09,36147.46,198184.32,15.5,17,10.54,2.4,29.0
REC017087,OUT0374,Franchise Outlet 0374,Franchise,Nagpur,Maharashtra,West,2024-03,4568.0,815.0,17.86,1405.2,1145235.03,679515.48,333211.18,64540.34,67968.03,5.93,10,11.39,2.5,35.0
REC017088,OUT0388,Franchise Outlet 0388,Franchise,Patna,Bihar,East,2023-08,6361.0,1328.0,20.89,932.72,1238647.85,592816.83,314501.85,81511.01,249818.16,20.17,12,8.37,2.69,26.0
REC017089,OUT0692,Franchise Outlet 0692,Franchise,Amritsar,Punjab,North,2026-01,3641.0,807.0,22.18,1226.7,989944.29,636484.87,272902.47,50576.27,29980.69,3.03,6,6.19,3.23,20.0
REC017090,OUT0640,Franchise Outlet 0640,Company-Owned,Pune,Maharashtra,West,2023-05,13023.0,3343.0,25.68,1391.63,4652211.82,2289815.84,661122.47,133658.61,1567614.89,33.7,13,3.85,3.38,26.0
REC017091,OUT0657,Franchise Outlet 0657,Franchise,Guwahati,Assam,East,2023-06,7289.0,1463.0,20.08,695.5,1017522.44,475434.36,303244.42,55215.36,183628.3,18.05,29,10.16,2.8,35.0
REC017092,OUT0604,Franchise Outlet 0604,Franchise,Delhi,Delhi,North,2023-02,12209.0,3909.0,32.02,1663.54,6502773.46,3383013.07,1269468.45,196216.8,1654075.15,25.44,16,1.42,4.24,17.0
REC017093,OUT0265,Franchise Outlet 0265,Franchise,Kolkata,West Bengal,East,2025-02,5145.0,1369.0,26.62,933.96,1278593.75,807294.47,284293.78,50042.27,136963.23,10.71,28,9.71,4.17,24.0
REC017094,OUT0666,Franchise Outlet 0666,Franchise,Lucknow,Uttar Pradesh,North,2025-03,9928.0,2059.0,20.74,1787.17,3679782.55,1941887.83,748151.74,283133.21,706609.76,19.2,18,13.35,2.63,18.0
REC017095,OUT0252,Franchise Outlet 0252,Franchise,Surat,Gujarat,West,2023-10,4112.0,1144.0,27.84,692.83,792596.8,419955.31,165892.05,31062.43,175687.01,22.17,15,9.92,4.24,12.0
REC017096,OUT0397,Franchise Outlet 0397,Franchise,Dehradun,Uttarakhand,North,2023-04,7640.0,1251.0,16.38,1021.17,1277483.07,600879.76,361812.17,68288.8,246502.35,19.3,15,10.47,2.44,41.0
REC017097,OUT0385,Franchise Outlet 0385,Franchise,Kolkata,West Bengal,East,2026-04,3156.0,704.0,22.33,933.99,657528.16,409686.2,117509.28,42865.92,87466.76,13.3,22,7.04,3.0,21.0
REC017098,OUT0392,Franchise Outlet 0392,Franchise,Amritsar,Punjab,North,2025-10,2884.0,528.0,18.32,698.35,368727.75,208177.95,78588.55,17853.7,64107.55,17.39,9,9.85,3.03,13.0
REC017099,OUT0425,Franchise Outlet 0425,Franchise,Jaipur,Rajasthan,North,2025-04,2684.0,267.0,9.95,796.17,212577.24,101782.99,32936.53,5201.3,72656.42,34.18,13,12.14,2.81,24.0
REC017100,OUT0746,Franchise Outlet 0746,Franchise,Bhubaneswar,Odisha,East,2024-01,3270.0,557.0,17.06,1625.25,905263.25,533537.25,224822.56,33451.82,113451.62,12.53,9,12.75,2.86,31.0
REC017101,OUT0229,Franchise Outlet 0229,Franchise,Chennai,Tamil Nadu,South,2025-10,3418.0,754.0,22.06,994.87,750133.05,429213.38,115420.74,23365.01,182133.91,24.28,14,7.59,3.22,22.0
REC017103,OUT0403,Franchise Outlet 0403,Franchise,Indore,Madhya Pradesh,West,2026-01,4537.0,965.0,21.29,1064.81,1027545.53,522489.6,290245.96,62090.36,152719.6,14.86,17,11.73,3.06,40.0
REC017104,OUT0656,Franchise Outlet 0656,Franchise,Bhubaneswar,Odisha,East,2024-06,11256.0,3152.0,28.01,704.53,2220685.39,1067731.16,615469.3,118385.79,419099.14,18.87,13,5.51,3.89,20.0
REC017105,OUT0077,Franchise Outlet 0077,Franchise,Bengaluru,Karnataka,South,2024-01,6483.0,1683.0,25.97,1027.79,1729770.04,931878.72,261854.18,60492.63,475544.51,27.49,12,7.09,3.9,19.0
REC017106,OUT0686,Franchise Outlet 0686,Company-Owned,Bhubaneswar,Odisha,East,2024-05,1790.0,387.0,21.66,443.64,171689.45,83449.23,43765.35,12537.01,31937.87,18.6,25,8.05,2.98,38.0
REC017107,OUT0569,Franchise Outlet 0569,Franchise,Ranchi,Jharkhand,East,2025-05,3247.0,534.0,16.46,1846.85,986220.33,534098.84,227763.58,57961.78,166396.13,16.87,23,9.92,2.93,33.0
REC017108,OUT0565,Franchise Outlet 0565,Franchise,Kolkata,West Bengal,East,2024-05,8212.0,1460.0,17.78,1372.73,2004187.42,1296192.71,390535.32,69534.98,247924.41,12.37,14,8.54,2.6,29.0
REC017109,OUT0300,Franchise Outlet 0300,Franchise,Siliguri,West Bengal,East,2024-11,11922.0,3237.0,27.15,1750.49,5666323.07,3313696.95,849111.47,116591.1,1386923.55,24.48,19,7.59,3.6,17.0
REC017110,OUT0454,Franchise Outlet 0454,Franchise,Delhi,Delhi,North,2024-12,7947.0,1662.0,20.91,954.35,1586134.33,765242.93,313457.59,49463.7,457970.11,28.87,11,,3.55,19.0
REC017111,OUT0462,Franchise Outlet 0462,Company-Owned,Surat,Gujarat,West,2025-02,7149.0,906.0,12.69,1594.61,1444714.78,671563.24,308667.32,107938.24,356545.98,24.68,20,10.12,2.48,21.0
REC017112,OUT0256,Franchise Outlet 0256,Franchise,Vadodara,Gujarat,West,2025-01,14297.0,4611.0,32.25,783.62,3613279.27,2304765.0,746421.5,269545.68,292547.09,8.1,11,8.03,4.59,20.0
REC017113,OUT0200,Franchise Outlet 0200,Franchise,Coimbatore,Tamil Nadu,South,2026-01,4339.0,1065.0,24.56,515.6,549118.58,249832.47,126210.56,39505.49,133570.06,24.32,16,3.22,4.06,13.0
REC017114,OUT0574,Franchise Outlet 0574,Franchise,Delhi,Delhi,North,2024-04,10809.0,2018.0,18.67,973.82,1965177.31,1049080.15,578204.39,144743.04,193149.73,9.83,10,5.91,3.45,24.0
REC017115,OUT0089,Franchise Outlet 0089,Company-Owned,Ranchi,Jharkhand,East,2024-03,3728.0,647.0,17.36,1160.68,750960.38,385815.2,139383.22,23055.52,202706.44,26.99,13,10.13,3.17,25.0
REC017116,OUT0731,Franchise Outlet 0731,Franchise,Ahmedabad,Gujarat,West,2024-11,2847.0,558.0,19.6,1727.36,963865.82,618137.15,260417.9,76444.76,8866.02,0.92,7,11.21,3.26,39.0
REC017117,OUT0299,Franchise Outlet 0299,Franchise,Ranchi,Jharkhand,East,2025-04,10032.0,2368.0,23.61,1757.88,4162650.55,2162823.2,620970.6,227141.85,1151714.9,27.67,16,7.33,4.59,23.0
REC017118,OUT0742,Franchise Outlet 0742,Franchise,Vijayawada,Andhra Pradesh,South,2025-07,8310.0,1141.0,13.74,1219.58,1391539.17,852923.83,305786.82,111270.38,121558.14,8.74,23,9.15,3.73,15.0
REC017119,OUT0046,Franchise Outlet 0046,Franchise,Vadodara,Gujarat,West,2024-07,8681.0,1620.0,18.67,657.02,1064376.85,621470.8,313018.73,62501.63,67385.68,6.33,17,4.18,3.3,27.0
REC017120,OUT0339,Franchise Outlet 0339,Franchise,Mumbai,Maharashtra,West,2023-03,5723.0,1499.0,26.2,1838.75,2756281.77,1535429.48,584509.08,204722.78,431620.43,15.66,19,5.88,3.96,31.0
REC017121,OUT0097,Franchise Outlet 0097,Franchise,Dehradun,Uttarakhand,North,2026-01,13069.0,2069.0,15.83,1427.3,2953088.9,1698995.83,448525.33,176653.24,628914.5,21.3,22,4.09,3.77,18.0
REC017122,OUT0368,Franchise Outlet 0368,Franchise,Jammu,Jammu & Kashmir,North,2025-07,3683.0,517.0,14.06,1312.77,678703.84,422648.9,122553.98,48000.21,85500.74,12.6,24,10.5,2.67,30.0
REC017123,OUT0059,Franchise Outlet 0059,Franchise,Ranchi,Jharkhand,East,2025-02,8238.0,2381.0,,622.46,1482071.5,755966.72,423711.5,40734.4,261658.88,17.65,25,7.32,3.67,22.0
REC017124,OUT0204,Franchise Outlet 0204,Franchise,Visakhapatnam,Andhra Pradesh,South,2025-03,2335.0,298.0,12.8,1246.09,371335.15,199278.39,94858.89,13850.31,63347.57,17.06,19,12.97,3.81,26.0
REC017125,OUT0663,Franchise Outlet 0663,Franchise,Chandigarh,Chandigarh,North,2023-12,7059.0,1272.0,18.03,504.81,642121.99,300391.06,99909.69,40299.88,201521.35,31.38,16,7.21,3.82,20.0
REC017126,OUT0624,Franchise Outlet 0624,Franchise,Visakhapatnam,Andhra Pradesh,South,2024-12,8619.0,2376.0,27.57,930.94,2211923.66,1041841.66,434998.67,97824.32,637259.01,28.81,13,7.28,3.36,22.0
REC017127,OUT0193,Franchise Outlet 0193,Franchise,Indore,Madhya Pradesh,West,2025-11,8413.0,1318.0,15.67,921.24,1214197.33,561401.31,177400.53,75605.06,399790.42,32.93,16,7.55,2.92,21.0
REC017128,OUT0556,Franchise Outlet 0556,Franchise,Vadodara,Gujarat,West,2023-01,7487.0,2482.0,33.16,777.25,1929125.37,897343.86,368635.48,99626.73,563519.3,29.21,24,5.75,4.17,10.0
REC017129,OUT0560,Franchise Outlet 0560,Franchise,Coimbatore,Tamil Nadu,South,2024-02,12396.0,4055.0,32.71,1573.89,6382123.4,3152084.7,1527752.32,282218.41,1420067.96,22.25,20,6.34,3.97,21.0
REC017130,OUT0339,Franchise Outlet 0339,Franchise,Mumbai,Maharashtra,West,2024-09,4452.0,1238.0,27.81,1818.55,2251367.31,1196650.44,584322.45,137606.34,332788.08,14.78,19,8.0,3.36,18.0
REC017131,OUT0443,Franchise Outlet 0443,Franchise,Mysuru,Karnataka,South,2023-08,5088.0,648.0,12.75,1221.1,791270.08,486693.98,159423.48,55312.64,89839.99,11.35,26,9.56,1.85,25.0
REC017132,OUT0476,Franchise Outlet 0476,Franchise,Bhubaneswar,Odisha,East,2025-07,11603.0,3723.0,32.09,1667.88,6209525.51,2901166.94,1206426.17,360228.98,1741703.42,28.05,33,4.82,3.4,24.0
REC017133,OUT0037,Franchise Outlet 0037,Franchise,Dehradun,Uttarakhand,North,2023-02,4263.0,788.0,18.5,1731.57,1364479.22,885091.67,262348.66,41351.02,175687.87,12.88,12,10.81,2.59,27.0
REC017134,OUT0434,Franchise Outlet 0434,Franchise,Nagpur,Maharashtra,West,2025-01,4490.0,1163.0,25.92,512.77,596352.12,335599.91,160957.69,34818.61,64975.92,10.9,10,12.05,3.23,24.0
REC017135,OUT0566,Franchise Outlet 0566,Franchise,Bhubaneswar,Odisha,East,2024-09,5554.0,1029.0,18.53,856.21,881036.39,559284.53,242136.07,35529.38,44086.41,5.0,22,12.04,3.22,40.0
REC017136,OUT0434,Franchise Outlet 0434,Franchise,Nagpur,Maharashtra,West,2023-02,4630.0,1183.0,25.57,472.69,559192.73,335260.65,161866.98,41977.37,20087.73,3.59,10,10.86,3.5,16.0
REC017137,OUT0321,Franchise Outlet 0321,Franchise,Kochi,Kerala,South,2024-12,3580.0,646.0,18.06,1415.24,914242.5,488394.21,130582.77,59881.17,235384.35,25.75,15,11.07,3.02,16.0
REC017138,OUT0555,Franchise Outlet 0555,Franchise,Nashik,Maharashtra,West,2025-11,3786.0,557.0,14.73,1384.69,771272.5,497031.38,195786.17,19353.66,59101.29,7.66,19,10.11,3.14,26.0
REC017139,OUT0633,Franchise Outlet 0633,Franchise,Chandigarh,Chandigarh,North,2025-09,2780.0,640.0,23.04,1552.47,993578.3,610026.07,141661.79,76825.41,165065.03,16.61,16,10.19,3.18,19.0
REC017140,OUT0664,Franchise Outlet 0664,Franchise,Delhi,Delhi,North,2025-08,4400.0,1065.0,24.22,777.92,828485.38,508474.29,124299.63,24895.3,170816.16,20.62,18,7.37,4.05,20.0
REC017141,OUT0697,Franchise Outlet 0697,Franchise,Dehradun,Uttarakhand,North,2025-11,8817.0,1910.0,21.67,1110.45,2120961.16,1032574.83,488210.43,162036.36,438139.54,20.66,20,8.34,3.12,19.0
