Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0338,Franchise Outlet 0338,40,20.0,66.98,94.15,75.47,0,0,31,3,6,2026-04-01,78.33,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 75.5/100 with 94.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0339,Franchise Outlet 0339,40,19.0,65.94,94.16,75.4,0,0,36,0,4,2026-04-01,80.98,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 75.4/100 with 94.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0340,Franchise Outlet 0340,40,10.0,100.0,95.01,94.18,40,0,0,40,0,2026-04-01,95.08,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.2/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0341,Franchise Outlet 0341,40,16.0,78.33,94.86,82.34,0,0,4,36,0,2026-04-01,80.56,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.3/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0342,Franchise Outlet 0342,40,13.0,99.93,93.56,91.28,25,0,0,40,0,2026-04-01,94.18,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.3/100 with 93.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0343,Franchise Outlet 0343,40,17.0,47.4,93.72,65.01,0,30,0,0,40,2026-04-01,66.66,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.0/100 with 93.7% attendance. The latest workforce schedule is overstaffed, and 30 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0344,Franchise Outlet 0344,40,21.0,33.88,92.56,55.37,0,40,0,0,40,2026-04-01,54.85,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 55.4/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0345,Franchise Outlet 0345,40,24.0,48.49,93.95,65.91,0,26,0,0,40,2026-04-01,65.02,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 65.9/100 with 93.9% attendance. The latest workforce schedule is overstaffed, and 26 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0346,Franchise Outlet 0346,40,15.0,100.0,93.99,91.73,26,0,0,40,0,2026-04-01,90.74,Meets Expectations,Understaffed,Top Performer,Medium,"Average staff performance is 91.7/100 with 94.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0347,Franchise Outlet 0347,40,14.0,79.65,93.31,79.91,0,0,1,39,0,2026-04-01,78.36,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.9/100 with 93.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0348,Franchise Outlet 0348,40,27.0,64.2,94.05,73.64,0,0,28,0,12,2026-04-01,72.75,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.6/100 with 94.0% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0349,Franchise Outlet 0349,40,12.0,100.0,94.65,93.85,39,0,0,40,0,2026-04-01,94.02,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.8/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0350,Franchise Outlet 0350,40,20.0,48.68,93.63,65.02,0,27,0,0,40,2026-04-01,68.32,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.0/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 27 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0351,Franchise Outlet 0351,40,22.0,51.11,94.01,67.12,0,12,0,0,40,2026-04-01,68.12,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.1/100 with 94.0% attendance. The latest workforce schedule is overstaffed, and 12 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0352,Franchise Outlet 0352,40,16.0,35.84,94.16,59.9,0,40,0,0,40,2026-04-01,60.27,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.9/100 with 94.2% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0353,Franchise Outlet 0353,40,11.0,53.89,94.0,68.88,0,7,1,0,39,2026-04-01,74.13,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.9/100 with 94.0% attendance. The latest workforce schedule is overstaffed, and 7 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0354,Franchise Outlet 0354,40,10.0,100.0,94.61,93.41,37,0,0,40,0,2026-04-01,93.15,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.4/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0355,Franchise Outlet 0355,40,27.0,41.18,92.44,59.05,0,40,0,0,40,2026-04-01,58.21,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.0/100 with 92.4% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0356,Franchise Outlet 0356,40,15.0,51.17,94.65,68.39,0,4,0,0,40,2026-04-01,66.06,Needs Improvement,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.4/100 with 94.7% attendance. The latest workforce schedule is overstaffed, and 4 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0357,Franchise Outlet 0357,40,24.0,34.46,92.74,56.39,0,40,0,0,40,2026-04-01,57.57,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 56.4/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0358,Franchise Outlet 0358,40,24.0,63.55,93.66,72.07,0,1,24,0,16,2026-04-01,73.69,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.1/100 with 93.7% attendance. The latest workforce schedule is balanced, and 1 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0359,Franchise Outlet 0359,40,16.0,100.0,94.22,92.29,34,0,0,40,0,2026-04-01,92.03,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.3/100 with 94.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0360,Franchise Outlet 0360,40,29.0,43.82,94.65,65.47,0,26,0,0,40,2026-04-01,65.24,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 65.5/100 with 94.7% attendance. The latest workforce schedule is overstaffed, and 26 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0361,Franchise Outlet 0361,40,26.0,94.68,94.88,91.74,30,0,0,38,2,2026-04-01,95.04,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.7/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0362,Franchise Outlet 0362,40,9.0,76.79,92.95,77.47,0,0,16,24,0,2026-04-01,78.4,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.5/100 with 92.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0363,Franchise Outlet 0363,40,11.0,58.29,94.2,71.23,0,0,10,0,30,2026-04-01,74.7,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 71.2/100 with 94.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0364,Franchise Outlet 0364,40,18.0,54.64,92.75,66.37,0,18,0,0,40,2026-04-01,67.11,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.4/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 18 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0365,Franchise Outlet 0365,40,19.0,44.4,92.54,60.98,0,40,0,0,40,2026-04-01,60.42,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.0/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0366,Franchise Outlet 0366,40,12.0,43.8,93.19,62.16,0,39,0,0,40,2026-04-01,60.4,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.2/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0367,Franchise Outlet 0367,40,19.0,63.55,95.04,75.35,0,0,28,0,12,2026-04-01,78.42,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 75.3/100 with 95.0% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0368,Franchise Outlet 0368,40,24.0,34.69,92.3,55.71,0,40,0,0,40,2026-04-01,56.36,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 55.7/100 with 92.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0369,Franchise Outlet 0369,40,19.0,70.56,94.99,79.05,0,0,29,10,1,2026-04-01,85.74,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.1/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0370,Franchise Outlet 0370,40,16.0,99.26,95.36,94.0,36,0,0,40,0,2026-04-01,95.39,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.0/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0371,Franchise Outlet 0371,40,17.0,57.68,95.31,73.78,0,0,7,0,33,2026-04-01,77.41,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.8/100 with 95.3% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0372,Franchise Outlet 0372,40,21.0,42.91,95.14,66.09,0,23,0,0,40,2026-04-01,64.89,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 66.1/100 with 95.1% attendance. The latest workforce schedule is overstaffed, and 23 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0373,Franchise Outlet 0373,40,19.0,88.08,94.55,86.98,6,0,0,40,0,2026-04-01,89.11,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.0/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0374,Franchise Outlet 0374,40,10.0,70.84,92.84,74.77,0,0,33,7,0,2026-04-01,73.4,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 74.8/100 with 92.8% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0375,Franchise Outlet 0375,40,13.0,100.0,93.87,91.9,31,0,0,40,0,2026-04-01,91.05,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.9/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0376,Franchise Outlet 0376,40,21.0,70.65,93.54,76.28,0,0,29,11,0,2026-04-01,76.59,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 76.3/100 with 93.5% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0377,Franchise Outlet 0377,40,13.0,71.71,93.25,76.34,0,0,20,19,1,2026-04-01,80.78,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 76.3/100 with 93.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0378,Franchise Outlet 0378,40,18.0,97.59,94.05,91.13,25,0,0,40,0,2026-04-01,94.17,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.1/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0379,Franchise Outlet 0379,40,14.0,96.35,94.35,91.17,25,0,0,40,0,2026-04-01,92.22,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 91.2/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0380,Franchise Outlet 0380,40,23.0,42.83,95.45,66.58,0,15,0,0,40,2026-04-01,67.61,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.6/100 with 95.5% attendance. The latest workforce schedule is overstaffed, and 15 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0381,Franchise Outlet 0381,40,17.0,100.0,95.62,95.31,40,0,0,40,0,2026-04-01,92.13,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.3/100 with 95.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0382,Franchise Outlet 0382,40,22.0,80.0,94.08,82.01,0,0,7,33,0,2026-04-01,79.53,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.0/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0383,Franchise Outlet 0383,40,18.0,49.18,93.95,66.46,0,17,0,0,40,2026-04-01,68.17,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.5/100 with 93.9% attendance. The latest workforce schedule is overstaffed, and 17 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0384,Franchise Outlet 0384,40,21.0,36.52,93.03,58.09,0,40,0,0,40,2026-04-01,56.74,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.1/100 with 93.0% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0385,Franchise Outlet 0385,40,22.0,41.56,94.71,64.31,0,34,0,0,40,2026-04-01,61.18,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 64.3/100 with 94.7% attendance. The latest workforce schedule is overstaffed, and 34 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0386,Franchise Outlet 0386,40,18.0,100.0,94.65,93.6,39,0,0,40,0,2026-04-01,94.71,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.6/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0387,Franchise Outlet 0387,40,23.0,40.17,92.48,58.81,0,40,0,0,40,2026-04-01,60.45,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.8/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0388,Franchise Outlet 0388,40,12.0,96.29,92.84,87.41,7,0,0,40,0,2026-04-01,89.43,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.4/100 with 92.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0389,Franchise Outlet 0389,40,13.0,46.26,93.61,64.21,0,36,0,0,40,2026-04-01,63.96,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 64.2/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 36 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0390,Franchise Outlet 0390,40,21.0,86.95,94.76,87.18,5,0,0,40,0,2026-04-01,93.36,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.2/100 with 94.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0391,Franchise Outlet 0391,40,4.0,96.41,92.71,86.96,0,0,0,40,0,2026-04-01,89.74,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.0/100 with 92.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0392,Franchise Outlet 0392,40,9.0,63.44,92.87,71.09,0,0,35,0,5,2026-04-01,73.0,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 71.1/100 with 92.9% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0393,Franchise Outlet 0393,40,7.0,99.31,93.26,90.06,16,0,0,40,0,2026-04-01,90.91,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.1/100 with 93.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0394,Franchise Outlet 0394,40,10.0,85.94,93.58,83.01,2,0,1,39,0,2026-04-01,83.46,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 83.0/100 with 93.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0395,Franchise Outlet 0395,40,15.0,99.08,94.6,93.02,37,0,0,40,0,2026-04-01,92.67,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.0/100 with 94.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0396,Franchise Outlet 0396,40,16.0,83.18,92.93,80.82,0,0,0,40,0,2026-04-01,82.9,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 80.8/100 with 92.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0397,Franchise Outlet 0397,40,15.0,65.97,92.67,71.72,0,1,24,4,12,2026-04-01,74.12,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 71.7/100 with 92.7% attendance. The latest workforce schedule is balanced, and 1 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0398,Franchise Outlet 0398,40,18.0,74.08,95.51,81.98,0,0,21,19,0,2026-04-01,84.93,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.0/100 with 95.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0399,Franchise Outlet 0399,40,19.0,39.46,92.73,58.52,0,40,0,0,40,2026-04-01,57.74,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.5/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0400,Franchise Outlet 0400,40,15.0,48.77,94.2,66.95,0,16,0,0,40,2026-04-01,69.4,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.0/100 with 94.2% attendance. The latest workforce schedule is overstaffed, and 16 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0401,Franchise Outlet 0401,40,16.0,94.11,95.06,91.45,23,0,1,39,0,2026-04-01,90.87,Meets Expectations,Understaffed,Top Performer,Medium,"Average staff performance is 91.4/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0402,Franchise Outlet 0402,40,16.0,59.28,93.85,70.86,0,0,16,0,24,2026-04-01,75.27,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 70.9/100 with 93.8% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0403,Franchise Outlet 0403,40,17.0,53.76,93.16,66.22,0,20,0,0,40,2026-04-01,67.69,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.2/100 with 93.2% attendance. The latest workforce schedule is overstaffed, and 20 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0404,Franchise Outlet 0404,40,28.0,29.57,92.68,53.61,0,40,0,0,40,2026-04-01,52.65,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 53.6/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0405,Franchise Outlet 0405,40,21.0,41.84,93.02,60.76,0,40,0,0,40,2026-04-01,63.42,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.8/100 with 93.0% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0406,Franchise Outlet 0406,40,18.0,96.55,95.42,93.35,34,0,1,39,0,2026-04-01,95.89,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.3/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0407,Franchise Outlet 0407,40,20.0,53.45,94.55,70.04,0,2,0,0,40,2026-04-01,68.38,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 70.0/100 with 94.6% attendance. The latest workforce schedule is overstaffed, and 2 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0408,Franchise Outlet 0408,40,20.0,48.4,92.27,62.84,0,36,0,0,40,2026-04-01,62.16,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.8/100 with 92.3% attendance. The latest workforce schedule is overstaffed, and 36 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0409,Franchise Outlet 0409,40,20.0,34.8,93.54,58.24,0,40,0,0,40,2026-04-01,57.5,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 58.2/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0410,Franchise Outlet 0410,40,13.0,67.97,93.21,74.24,0,0,31,6,3,2026-04-01,72.03,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 74.2/100 with 93.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0411,Franchise Outlet 0411,40,22.0,53.82,95.18,71.1,0,0,0,0,40,2026-04-01,72.28,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 71.1/100 with 95.2% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0412,Franchise Outlet 0412,40,8.0,100.0,94.42,93.02,35,0,0,40,0,2026-04-01,92.45,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.0/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0413,Franchise Outlet 0413,40,24.0,80.15,95.1,84.57,1,0,1,39,0,2026-04-01,87.07,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.6/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0414,Franchise Outlet 0414,40,28.0,47.55,92.9,63.44,0,36,0,0,40,2026-04-01,68.72,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 63.4/100 with 92.9% attendance. The latest workforce schedule is overstaffed, and 36 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0415,Franchise Outlet 0415,40,16.0,58.19,93.44,69.4,0,5,11,0,29,2026-04-01,67.48,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 69.4/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 5 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0416,Franchise Outlet 0416,40,8.0,97.9,93.36,89.72,11,0,0,40,0,2026-04-01,89.72,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.7/100 with 93.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0417,Franchise Outlet 0417,40,25.0,39.67,93.55,60.6,0,40,0,0,40,2026-04-01,60.05,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.6/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0418,Franchise Outlet 0418,40,14.0,69.78,94.12,77.11,0,0,27,11,2,2026-04-01,77.28,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 77.1/100 with 94.1% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0419,Franchise Outlet 0419,40,18.0,97.38,95.45,93.92,36,0,0,40,0,2026-04-01,96.32,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.9/100 with 95.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
