Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0408,39,993583.16,19914184.08,33306.0,15.86,20.04,4.99,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",50.75,Moderate,40,44526,3362,1.16,2,20,Digital Campaign,7.55,Needs Improvement,"Marketing effectiveness is 50.8/100 (Moderate). Campaign ROI averages 1.16, with 7.55% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0409,39,1443905.33,27213743.95,15458.0,20.41,18.85,5.31,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,50.48,Moderate,40,19949,1669,1.14,3,25,Digital Campaign,8.37,Needs Improvement,"Marketing effectiveness is 50.5/100 (Moderate). Campaign ROI averages 1.14, with 8.37% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0410,40,1441988.03,28974340.21,40100.0,22.92,20.09,4.98,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,57.48,Moderate,40,38305,4191,1.27,3,19,Digital Campaign,10.94,Needs Improvement,"Marketing effectiveness is 57.5/100 (Moderate). Campaign ROI averages 1.27, with 10.94% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0411,36,1654372.18,31895998.07,41647.0,23.17,19.28,5.19,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,56.48,Moderate,40,46542,5224,1.25,3,20,Digital Campaign,11.22,Needs Improvement,"Marketing effectiveness is 56.5/100 (Moderate). Campaign ROI averages 1.25, with 11.22% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0412,39,4818750.54,86527902.15,90019.0,23.55,17.96,5.57,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,60.11,Moderate,40,114842,13789,1.93,8,2,Digital Campaign,12.01,Moderate,"Marketing effectiveness is 60.1/100 (Moderate). Campaign ROI averages 1.93, with 12.01% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0413,39,7658940.37,150848405.18,92144.0,30.32,19.7,5.08,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,68.9,Moderate,40,97792,14811,2.55,16,1,Digital Campaign,15.15,High Performing,"Marketing effectiveness is 68.9/100 (Moderate). Campaign ROI averages 2.55, with 15.15% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0414,40,2749943.53,53892751.52,46808.0,14.43,19.6,5.1,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",50.36,Moderate,40,82403,5937,1.73,8,11,Digital Campaign,7.2,Moderate,"Marketing effectiveness is 50.4/100 (Moderate). Campaign ROI averages 1.73, with 7.20% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0415,39,1454421.7,28924992.0,37643.0,11.02,19.89,5.03,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.96,Moderate,40,76754,4091,1.29,3,19,Digital Campaign,5.33,Needs Improvement,"Marketing effectiveness is 47.0/100 (Moderate). Campaign ROI averages 1.29, with 5.33% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0416,38,3474002.48,68400260.35,41694.0,20.82,19.69,5.08,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,55.23,Moderate,40,58292,6140,2.02,11,2,Digital Campaign,10.53,Moderate,"Marketing effectiveness is 55.2/100 (Moderate). Campaign ROI averages 2.02, with 10.53% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0417,38,1633903.9,33819766.63,26773.0,17.5,20.7,4.83,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",52.47,Moderate,40,36521,3089,1.48,4,16,Digital Campaign,8.46,Moderate,"Marketing effectiveness is 52.5/100 (Moderate). Campaign ROI averages 1.48, with 8.46% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0418,39,1403619.85,27565815.81,43870.0,23.71,19.64,5.09,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,57.79,Moderate,40,41533,4715,1.23,2,20,Digital Campaign,11.35,Needs Improvement,"Marketing effectiveness is 57.8/100 (Moderate). Campaign ROI averages 1.23, with 11.35% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0419,40,6280470.63,132263591.88,95063.0,35.84,21.06,4.75,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,76.12,High Performing,40,81223,14658,2.68,21,1,Digital Campaign,18.05,High Performing,"Marketing effectiveness is 76.1/100 (High Performing). Campaign ROI averages 2.68, with 18.05% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0420,39,4291676.66,87556811.51,63052.0,19.14,20.4,4.9,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,57.48,Moderate,40,96753,9277,2.29,15,3,Digital Campaign,9.59,High Performing,"Marketing effectiveness is 57.5/100 (Moderate). Campaign ROI averages 2.29, with 9.59% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0421,39,717636.82,13922979.9,19309.0,19.78,19.4,5.15,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,51.32,Moderate,40,20143,1852,1.0,4,25,Digital Campaign,9.19,Needs Improvement,"Marketing effectiveness is 51.3/100 (Moderate). Campaign ROI averages 1.00, with 9.19% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0422,39,10216248.04,212292496.49,146000.0,33.64,20.78,4.81,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,79.64,High Performing,40,141988,23524,2.78,18,2,Digital Campaign,16.57,High Performing,"Marketing effectiveness is 79.6/100 (High Performing). Campaign ROI averages 2.78, with 16.57% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0423,39,8175334.88,159987894.93,103590.0,24.17,19.57,5.11,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,64.89,Moderate,40,137207,16862,2.66,16,2,Digital Campaign,12.29,High Performing,"Marketing effectiveness is 64.9/100 (Moderate). Campaign ROI averages 2.66, with 12.29% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0424,39,1183320.36,23036064.77,24643.0,21.96,19.47,5.14,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,53.85,Moderate,40,25274,2553,1.15,3,20,Digital Campaign,10.1,Needs Improvement,"Marketing effectiveness is 53.9/100 (Moderate). Campaign ROI averages 1.15, with 10.10% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0425,39,361970.48,8040698.27,10296.0,10.78,22.21,4.5,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",47.56,Moderate,40,18762,920,1.21,6,20,Digital Campaign,4.9,Needs Improvement,"Marketing effectiveness is 47.6/100 (Moderate). Campaign ROI averages 1.21, with 4.90% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0426,38,3787004.19,74004699.84,57042.0,19.19,19.54,5.12,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,55.39,Moderate,40,87638,8533,2.09,12,0,Digital Campaign,9.74,Moderate,"Marketing effectiveness is 55.4/100 (Moderate). Campaign ROI averages 2.09, with 9.74% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0427,40,1255839.94,25126815.28,22190.0,19.06,20.01,5.0,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,52.08,Moderate,40,24953,2258,1.34,5,21,Digital Campaign,9.05,Needs Improvement,"Marketing effectiveness is 52.1/100 (Moderate). Campaign ROI averages 1.34, with 9.05% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0428,40,3570617.34,74453012.22,66438.0,21.38,20.85,4.8,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,60.48,Moderate,40,85264,9172,2.09,12,1,Digital Campaign,10.76,Moderate,"Marketing effectiveness is 60.5/100 (Moderate). Campaign ROI averages 2.09, with 10.76% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0429,39,1056843.09,20324673.54,40757.0,26.65,19.23,5.2,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,59.2,Moderate,40,32666,4128,1.22,6,25,Digital Campaign,12.64,Needs Improvement,"Marketing effectiveness is 59.2/100 (Moderate). Campaign ROI averages 1.22, with 12.64% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0430,38,871513.32,17745833.91,31762.0,24.35,20.36,4.91,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,58.16,Moderate,40,28822,3243,1.18,5,25,Digital Campaign,11.25,Needs Improvement,"Marketing effectiveness is 58.2/100 (Moderate). Campaign ROI averages 1.18, with 11.25% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0431,39,3417307.17,65474019.92,48834.0,18.99,19.16,5.22,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,53.63,Moderate,40,72210,6924,1.89,8,3,Digital Campaign,9.59,Moderate,"Marketing effectiveness is 53.6/100 (Moderate). Campaign ROI averages 1.89, with 9.59% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0432,39,807199.37,16071167.44,26039.0,20.0,19.91,5.02,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,53.13,Moderate,40,26993,2506,1.06,1,25,Digital Campaign,9.28,Needs Improvement,"Marketing effectiveness is 53.1/100 (Moderate). Campaign ROI averages 1.06, with 9.28% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0433,38,3756646.69,74225108.07,160625.0,30.26,19.76,5.06,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,76.79,High Performing,40,155018,23501,2.14,13,1,Digital Campaign,15.16,Moderate,"Marketing effectiveness is 76.8/100 (High Performing). Campaign ROI averages 2.14, with 15.16% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0434,39,1226715.12,23490994.88,47241.0,26.83,19.15,5.22,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,59.95,Moderate,40,38744,4923,1.13,5,27,Digital Campaign,12.71,Needs Improvement,"Marketing effectiveness is 60.0/100 (Moderate). Campaign ROI averages 1.13, with 12.71% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0435,38,7824006.34,150142890.0,85045.0,28.09,19.19,5.21,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,65.39,Moderate,40,99435,13902,2.58,18,0,Digital Campaign,13.98,High Performing,"Marketing effectiveness is 65.4/100 (Moderate). Campaign ROI averages 2.58, with 13.98% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0436,39,3766349.76,73712760.38,49014.0,17.6,19.57,5.11,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",53.19,Moderate,40,80149,7113,1.99,9,2,Digital Campaign,8.87,Moderate,"Marketing effectiveness is 53.2/100 (Moderate). Campaign ROI averages 1.99, with 8.87% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0437,39,4287645.09,80492040.74,74614.0,25.86,18.77,5.33,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,61.64,Moderate,40,85898,11212,2.11,13,1,Digital Campaign,13.05,Moderate,"Marketing effectiveness is 61.6/100 (Moderate). Campaign ROI averages 2.11, with 13.05% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0438,39,948819.38,20349648.05,39572.0,22.93,21.45,4.66,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,59.7,Moderate,40,36373,3937,1.33,3,19,Digital Campaign,10.82,Needs Improvement,"Marketing effectiveness is 59.7/100 (Moderate). Campaign ROI averages 1.33, with 10.82% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0439,38,1298176.64,27141336.62,47766.0,19.98,20.91,4.78,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,57.28,Moderate,40,54807,5216,1.41,3,17,Digital Campaign,9.52,Moderate,"Marketing effectiveness is 57.3/100 (Moderate). Campaign ROI averages 1.41, with 9.52% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0440,39,922483.83,19835107.64,23037.0,20.28,21.5,4.65,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,55.7,Moderate,40,24000,2265,1.44,7,17,Digital Campaign,9.44,Moderate,"Marketing effectiveness is 55.7/100 (Moderate). Campaign ROI averages 1.44, with 9.44% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0441,40,6229940.63,124812807.96,88175.0,31.22,20.03,4.99,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,69.76,Moderate,40,86594,13628,2.45,17,2,Digital Campaign,15.74,High Performing,"Marketing effectiveness is 69.8/100 (Moderate). Campaign ROI averages 2.45, with 15.74% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0442,39,788843.56,15306563.3,25868.0,12.92,19.4,5.15,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.38,Moderate,40,41759,2519,0.98,2,28,Digital Campaign,6.03,Needs Improvement,"Marketing effectiveness is 46.4/100 (Moderate). Campaign ROI averages 0.98, with 6.03% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0443,39,1823533.31,37521284.55,31419.0,12.88,20.58,4.86,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",48.96,Moderate,40,57550,3593,1.62,9,16,Digital Campaign,6.24,Moderate,"Marketing effectiveness is 49.0/100 (Moderate). Campaign ROI averages 1.62, with 6.24% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0444,40,1963742.3,37398955.01,25991.0,13.89,19.04,5.25,Needs Improvement,High,Marketing efficiency is below the lower-performing outlet range. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Review marketing campaigns and redirect spending toward better-performing activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",46.59,Moderate,40,44099,2943,1.34,3,20,Digital Campaign,6.67,Needs Improvement,"Marketing effectiveness is 46.6/100 (Moderate). Campaign ROI averages 1.34, with 6.67% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0445,40,12401670.73,260036759.92,157530.0,37.64,20.97,4.77,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,84.6,High Performing,40,134076,25206,3.02,19,1,Digital Campaign,18.8,High Performing,"Marketing effectiveness is 84.6/100 (High Performing). Campaign ROI averages 3.02, with 18.80% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0446,39,2857936.01,52002472.96,33540.0,28.88,18.2,5.5,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,58.48,Moderate,40,30851,4467,1.6,7,13,Digital Campaign,14.48,Moderate,"Marketing effectiveness is 58.5/100 (Moderate). Campaign ROI averages 1.60, with 14.48% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0447,39,1457790.46,29309284.63,57457.0,23.26,20.11,4.97,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,59.76,Moderate,40,56085,6261,1.34,3,18,Digital Campaign,11.16,Needs Improvement,"Marketing effectiveness is 59.8/100 (Moderate). Campaign ROI averages 1.34, with 11.16% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0448,40,961607.21,20144058.4,35331.0,15.36,20.95,4.77,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",52.09,Moderate,40,47431,3398,1.29,6,21,Digital Campaign,7.16,Needs Improvement,"Marketing effectiveness is 52.1/100 (Moderate). Campaign ROI averages 1.29, with 7.16% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0449,38,198235.53,4017128.89,8875.0,12.22,20.26,4.93,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",45.31,Moderate,40,14461,792,0.92,4,25,Digital Campaign,5.48,Needs Improvement,"Marketing effectiveness is 45.3/100 (Moderate). Campaign ROI averages 0.92, with 5.48% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0450,39,2300236.58,48332852.17,41104.0,22.39,21.01,4.76,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,58.69,Moderate,40,45891,5074,1.8,11,9,Digital Campaign,11.06,Moderate,"Marketing effectiveness is 58.7/100 (Moderate). Campaign ROI averages 1.80, with 11.06% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0451,40,1779273.59,38348498.91,74372.0,22.19,21.55,4.64,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,63.24,Moderate,40,76492,8195,1.59,4,9,Digital Campaign,10.71,Moderate,"Marketing effectiveness is 63.2/100 (Moderate). Campaign ROI averages 1.59, with 10.71% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0452,40,1192421.56,20892987.35,34499.0,22.28,17.52,5.71,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,51.97,Moderate,40,33362,3459,0.9,2,29,Digital Campaign,10.37,Needs Improvement,"Marketing effectiveness is 52.0/100 (Moderate). Campaign ROI averages 0.90, with 10.37% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0453,40,931503.86,20513165.01,15999.0,17.55,22.02,4.54,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",53.5,Moderate,40,20395,1530,1.43,7,18,Digital Campaign,7.5,Moderate,"Marketing effectiveness is 53.5/100 (Moderate). Campaign ROI averages 1.43, with 7.50% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0454,39,3278687.95,68041846.19,75220.0,22.76,20.75,4.82,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,62.47,Moderate,40,91712,10338,2.14,15,3,Digital Campaign,11.27,Moderate,"Marketing effectiveness is 62.5/100 (Moderate). Campaign ROI averages 2.14, with 11.27% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0455,40,1852636.11,36448942.17,32905.0,26.36,19.67,5.08,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,58.8,Moderate,40,28702,3660,1.41,5,17,Digital Campaign,12.75,Moderate,"Marketing effectiveness is 58.8/100 (Moderate). Campaign ROI averages 1.41, with 12.75% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0456,40,5384765.83,112056740.07,116762.0,28.86,20.81,4.81,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,72.38,Moderate,40,122549,17804,2.49,18,1,Digital Campaign,14.53,High Performing,"Marketing effectiveness is 72.4/100 (Moderate). Campaign ROI averages 2.49, with 14.53% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
